BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201706,23,1654,201706,23,1654,115703,697489,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,179,NELSON,LMK,23-JUN-17 16:54:00,EST-5,23-JUN-17 16:54:00,0,0,0,0,,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,NNW,BALLTOWN,1,NNW,BALLTOWN,37.75,-85.51,37.75,-85.51,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local law enforcement reported trees snapped in the Balltown area.,CSV
201706,23,1655,201706,23,1655,115703,697493,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,179,NELSON,LMK,23-JUN-17 16:55:00,EST-5,23-JUN-17 16:55:00,0,0,0,0,,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,W,CULVERTOWN,1,W,CULVERTOWN,37.7,-85.55,37.7,-85.55,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local law enforcement reported multiple trees down across the southern part of Nelson County.,CSV
201706,24,200,201706,24,1600,115742,697055,KENTUCKY,21,2017,0001-06-01,Flood,C,19,BOYD,RLX,24-JUN-17 02:00:00,EST-5,24-JUN-17 16:00:00,0,0,0,0,10.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,3,WSW,GARNER,1,SW,BOLTSFORK,38.2772,-82.7824,38.2643,-82.7069,"Tropical Storm Cindy made landfall in southwestern Louisiana on the 22nd.  The storm weakened after making landfall and became post tropical as it moved through the Mississippi and lower Ohio River Valleys into the 23rd. At the same time, a strong cold front was moving eastward across the Midwest and western Great Lakes. The remnants of Cindy passed through the eastern portions of the Ohio River Basin during the evening of the 23rd. The tropical moisture and energy associated with the remnants combined with the lift of the approaching cold front to produce a large area of heavy rainfall. The area of the heaviest rain stretched along the Middle Ohio River Valley, from central and northeastern Kentucky into southeastern Ohio and western West Virginia. ||In northeastern Kentucky, widespread rainfall totals of 2 to 3 inches were recorded. The highest amounts were measured in Carter County. A cooperative observer in Olive Hill received 3.43 inches during the evening of the 23rd into early on the 24th. A National Weather Service trained spotter measured 3.4 inches about 5 miles northeast of Olive Hill. At the nearby Carter County Fairgrounds, hundreds of folks were camping next to Barrett Creek while attending a local music festival. The campground was inundated by a significant amount of water, and many campers had to be evacuated. The remainder of the weekend music festival was cancelled.||The widespread heavy rainfall led to flash flooding initially. Then, as water drained through the water system, rivers and streamed backed up resulting in lingering flooding and road closures through the 24th. ||The Little Sandy River at Grayson reached minor flood stage. The river gauge reported that the river climbed above its flood stage of 21 feet very early on the 24th. The river crested just under 23 feet mid morning, and returned within its banks at 4 o'clock in the afternoon on the 24th.","Following flash flooding very early in the morning, high water lingered as water worked its way through the stream system into the afternoon. Multiple roads were closed, including Old US Route 60 along the Carter County line. Also the I-64 entrance and exit ramps were closed at Exit 181. Portions of State Routes 5 and 854 were also closed.",CSV
201706,24,1435,201706,24,2010,115703,702392,KENTUCKY,21,2017,0001-06-01,Flood,C,73,FRANKLIN,LMK,24-JUN-17 14:35:00,EST-5,24-JUN-17 20:10:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,2,S,PEAKS MILL,2,S,PEAKS MILL,38.2695,-84.816,38.2701,-84.8132,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Heavy rainfall associated with the remnants of Tropical Storm Cindy brought the Elkhorn Creek at Peaks Mills into minor flood. The river crested at 10.26 feet.,CSV
201706,24,955,201706,24,2105,115703,702393,KENTUCKY,21,2017,0001-06-01,Flood,C,181,NICHOLAS,LMK,24-JUN-17 09:55:00,EST-5,24-JUN-17 21:05:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,2,NE,OAKLAND MILLS,2,NE,OAKLAND MILLS,38.414,-84.0085,38.4149,-84.0062,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Heavy rainfall associated with the remnants of Tropical Storm Cindy brought the Licking River at Blue Licks Spring into minor flood. The river crested at 25.59 feet on June 24.,CSV
201706,23,1645,201706,23,1645,115703,702394,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,93,HARDIN,LMK,23-JUN-17 16:45:00,EST-5,23-JUN-17 16:45:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,0,N,RINEYVILLE,0,N,RINEYVILLE,37.75,-85.97,37.7517,-85.9703,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",The public reported high water running down street.,CSV
201706,23,1705,201706,23,1707,115703,702413,KENTUCKY,21,2017,0001-06-01,Tornado,C,155,MARION,LMK,23-JUN-17 17:05:00,EST-5,23-JUN-17 17:07:00,0,0,0,0,150.00K,0.00K,NWS Storm Survey,,,,,EF1,2.1,100,,,,,0,WSW,ST FRANCIS,1,S,LORETTO,37.6177,-85.4359,37.6172,-85.3983,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.","This tornado spun up in a broader area of 40-60 mph winds that caused minor tree damage across an area over a mile wide in western Marion County. The tornado touched down on the edge of a large wooded area west of Highway 527 0.4 miles south of St Francis. Moving due east, it snapped the trunks of several large trees, blocking the highway, and mowed down a line of trees along Louis Mattingly Road. It continued to to tree-top damage in a heavily wooded area as it moved east, then tore roof panels off several hog barns on the south end of A. Mills Road. Drone footage of corn near the barns showed multiple streaks of converging winds in an area approximately 100 yards in width. Continuing to east-southeast, the tornado left downed numerous more trees in a cyclonic pattern on both sides of Spencer-Hamilton Road south of Loretto. Strong inflow and outflow winds estimated at 60-80 mph damaged several outbuildings and downed other trees south of the tornado along Spencer-Hamilton Road as the tornado dissipated. The Louisville NWS office thanks John Humphress and Tanner Thompson for the drone imagery that helped pinpoint the path of this rural tornado.",CSV
201706,23,1715,201706,23,1715,115703,697491,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,155,MARION,LMK,23-JUN-17 17:15:00,EST-5,23-JUN-17 17:15:00,0,0,0,0,,0.00K,Mesonet,54.00,MG,,,,,,,,,,2,E,LORETTO,2,E,LORETTO,37.63,-85.37,37.63,-85.37,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",,CSV
201706,13,1242,201706,13,1252,115486,693474,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,81,GRANT,ILN,13-JUN-17 12:42:00,EST-5,13-JUN-17 12:52:00,0,0,0,0,0.25K,0.00K,Trained Spotter,35.00,EG,,,,,,,,,,2,WSW,DOUGHTON,2,WSW,DOUGHTON,38.64,-84.51,38.64,-84.51,Strong thunderstorms developed in a hot and humid airmass.,One large tree limb was knocked down.,CSV
201706,24,200,201706,24,1600,115742,697060,KENTUCKY,21,2017,0001-06-01,Flood,C,43,CARTER,RLX,24-JUN-17 02:00:00,EST-5,24-JUN-17 16:00:00,0,0,0,0,100.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1,WNW,BOONE FURNACE,1,NNW,GARVIN RIDGE,38.4737,-83.1342,38.3133,-83.2262,"Tropical Storm Cindy made landfall in southwestern Louisiana on the 22nd.  The storm weakened after making landfall and became post tropical as it moved through the Mississippi and lower Ohio River Valleys into the 23rd. At the same time, a strong cold front was moving eastward across the Midwest and western Great Lakes. The remnants of Cindy passed through the eastern portions of the Ohio River Basin during the evening of the 23rd. The tropical moisture and energy associated with the remnants combined with the lift of the approaching cold front to produce a large area of heavy rainfall. The area of the heaviest rain stretched along the Middle Ohio River Valley, from central and northeastern Kentucky into southeastern Ohio and western West Virginia. ||In northeastern Kentucky, widespread rainfall totals of 2 to 3 inches were recorded. The highest amounts were measured in Carter County. A cooperative observer in Olive Hill received 3.43 inches during the evening of the 23rd into early on the 24th. A National Weather Service trained spotter measured 3.4 inches about 5 miles northeast of Olive Hill. At the nearby Carter County Fairgrounds, hundreds of folks were camping next to Barrett Creek while attending a local music festival. The campground was inundated by a significant amount of water, and many campers had to be evacuated. The remainder of the weekend music festival was cancelled.||The widespread heavy rainfall led to flash flooding initially. Then, as water drained through the water system, rivers and streamed backed up resulting in lingering flooding and road closures through the 24th. ||The Little Sandy River at Grayson reached minor flood stage. The river gauge reported that the river climbed above its flood stage of 21 feet very early on the 24th. The river crested just under 23 feet mid morning, and returned within its banks at 4 o'clock in the afternoon on the 24th.","Following flash flooding earlier in the day, multiple waterways remained out of their banks into the afternoon. This included Tygarts Creek in Olive Hill and the Little Sandy River around Grayson. Many roads remained closed due to high water. Several homes remained surrounded by water.",CSV
201706,23,1745,201706,23,1745,115703,702395,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,29,BULLITT,LMK,23-JUN-17 17:45:00,EST-5,23-JUN-17 17:45:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1,N,LEBANON JCT,1,NNW,LEBANON JCT,37.84,-85.73,37.841,-85.7333,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",High water was flowing over Sanders Road with debris.,CSV
201706,23,1747,201706,23,1747,115703,702396,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,73,FRANKLIN,LMK,23-JUN-17 17:47:00,EST-5,23-JUN-17 17:47:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,S,FARMDALE,1,WSW,FARMDALE,38.11,-84.92,38.1126,-84.9393,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.","Local law enforcement reported that several roads, including Old Lawrenceburg Road, Green-Wilson Road, Evergreen Road, and Jones Lane were all covered with 6 to 8 inches of water flowing over.",CSV
201706,23,1747,201706,23,1747,115703,702397,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,73,FRANKLIN,LMK,23-JUN-17 17:47:00,EST-5,23-JUN-17 17:47:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,E,BIG EDDY,1,WNW,CLIFFSIDE,38.17,-84.86,38.1725,-84.8591,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local law enforcement reported Big Eddy Road covered by 6 to 8 inches of high water.,CSV
201706,23,1738,201706,23,1738,115703,697589,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,155,MARION,LMK,23-JUN-17 17:38:00,EST-5,23-JUN-17 17:38:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,53.00,EG,,,,,,,,,,3,SE,BRADFORDSVILLE,3,SE,BRADFORDSVILLE,37.47,-85.11,37.47,-85.11,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",A NWS Storm Survey concluded that a localized microburst caused damage to a small outbuilding and downed 4 hardwood trees. Winds were estimated around 60 mph.,CSV
201706,23,1715,201706,23,1715,115703,697494,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,155,MARION,LMK,23-JUN-17 17:15:00,EST-5,23-JUN-17 17:15:00,0,0,0,0,,0.00K,Trained Spotter,53.00,EG,,,,,,,,,,1,N,LORETTO,1,N,LORETTO,37.64,-85.4,37.64,-85.4,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Trained spotters reported trees down in the area.,CSV
201706,23,1755,201706,23,1755,115703,697577,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,167,MERCER,LMK,23-JUN-17 17:55:00,EST-5,23-JUN-17 17:55:00,0,0,0,0,,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,N,NEVADA,1,N,NEVADA,37.72,-84.92,37.72,-84.92,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local law enforcement reported multiple trees down due to severe thunderstorm winds across Mercer County southweset of Harrodsburg.,CSV
201706,18,1949,201706,18,2049,115623,694553,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,135,LEWIS,ILN,18-JUN-17 19:49:00,EST-5,18-JUN-17 20:49:00,0,0,0,0,5.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,NW,HEAD OF GRASSY,1,NW,HEAD OF GRASSY,38.3884,-83.2797,38.3894,-83.2797,"Thunderstorms developed ahead of a cold front that was pushing through the region, producing heavy rain and flash flooding.",Two road tiles were washed out onto Raccoon Branch Road due to swift flowing water.,CSV
201706,23,1905,201706,24,200,115742,697063,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,43,CARTER,RLX,23-JUN-17 19:05:00,EST-5,24-JUN-17 02:00:00,0,0,0,0,2.30M,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1,WNW,BOONE FURNACE,1,NNW,GARVIN RIDGE,38.4745,-83.1338,38.3131,-83.2269,"Tropical Storm Cindy made landfall in southwestern Louisiana on the 22nd.  The storm weakened after making landfall and became post tropical as it moved through the Mississippi and lower Ohio River Valleys into the 23rd. At the same time, a strong cold front was moving eastward across the Midwest and western Great Lakes. The remnants of Cindy passed through the eastern portions of the Ohio River Basin during the evening of the 23rd. The tropical moisture and energy associated with the remnants combined with the lift of the approaching cold front to produce a large area of heavy rainfall. The area of the heaviest rain stretched along the Middle Ohio River Valley, from central and northeastern Kentucky into southeastern Ohio and western West Virginia. ||In northeastern Kentucky, widespread rainfall totals of 2 to 3 inches were recorded. The highest amounts were measured in Carter County. A cooperative observer in Olive Hill received 3.43 inches during the evening of the 23rd into early on the 24th. A National Weather Service trained spotter measured 3.4 inches about 5 miles northeast of Olive Hill. At the nearby Carter County Fairgrounds, hundreds of folks were camping next to Barrett Creek while attending a local music festival. The campground was inundated by a significant amount of water, and many campers had to be evacuated. The remainder of the weekend music festival was cancelled.||The widespread heavy rainfall led to flash flooding initially. Then, as water drained through the water system, rivers and streamed backed up resulting in lingering flooding and road closures through the 24th. ||The Little Sandy River at Grayson reached minor flood stage. The river gauge reported that the river climbed above its flood stage of 21 feet very early on the 24th. The river crested just under 23 feet mid morning, and returned within its banks at 4 o'clock in the afternoon on the 24th.","Significant flash flooding occurred in multiple spots across the county. Some of the first reports came from Carter Caves State Park where James Branch began flooding after 1.5 inches of rain in just over an hour. At the Carter County Fairgrounds, hundreds of folks were gathered for a music festival, many of whom were camping on the grounds. Barrett Creek, which runs next to the fairgrounds flooded, resulting in 139 campers and/or tow vehicles being damaged or totaled. Water rescues were performed, but fortunately there were no flood related injuries or deaths. Three sheriff cruisers were also totaled by the flood waters. Additional flooding occurred in Grayson and Olive Hill, where multiple houses were flooded. There was also flooding along US Route 60 and at the intersection of State Routes 654 and 854 near the Boyd County line.",CSV
201706,23,1747,201706,23,1747,115703,702398,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,73,FRANKLIN,LMK,23-JUN-17 17:47:00,EST-5,23-JUN-17 17:47:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,W,FRANKFORT,1,W,FRANKFORT,38.1993,-84.8628,38.1997,-84.8622,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Meadowbrook Road covered by 6 to 8 inches of high flowing water.,CSV
201706,23,1747,201706,23,1747,115703,702399,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,73,FRANKLIN,LMK,23-JUN-17 17:47:00,EST-5,23-JUN-17 17:47:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2,SW,FLAG FORK,2,S,FLAG FORK,38.3,-84.97,38.2974,-84.9484,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Lebanon Ridge Road and Goose Creek Road both had 6 to 8 inches of flowing water.,CSV
201706,23,1747,201706,23,1747,115703,702400,KENTUCKY,21,2017,0001-06-01,Flash Flood,C,179,NELSON,LMK,23-JUN-17 17:47:00,EST-5,23-JUN-17 17:47:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,3,SE,COXS CREEK,3,ESE,COXS CREEK,37.87,-85.43,37.8808,-85.426,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local media reported high water flowing over Murray Run Road.,CSV
201706,23,1905,201706,23,1905,115703,697591,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,151,MADISON,LMK,23-JUN-17 19:05:00,EST-5,23-JUN-17 19:05:00,0,0,0,0,,0.00K,Broadcast Media,53.00,EG,,,,,,,,,,1,E,RICHMOND,1,E,RICHMOND,37.75,-84.29,37.75,-84.29,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local media reported numerous trees down across Madison County.,CSV
201706,23,1720,201706,23,1720,115703,697580,KENTUCKY,21,2017,0001-06-01,Thunderstorm Wind,C,155,MARION,LMK,23-JUN-17 17:20:00,EST-5,23-JUN-17 17:20:00,0,0,0,0,,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,4,N,LEBANON,4,N,LEBANON,37.62,-85.24,37.62,-85.24,"Tropical Storm Cindy made landfall along the Gulf Coast and quickly lifted northeast toward the lower Ohio Valley June 22-23. The remnants interacted with a cold front from the Upper Midwest to produced widespread heavy rainfall. The unseasonably moist air mass led to widespread rainfall amounts of 1-2 inches with an embedded swath of 3-6 inches across central Kentucky. This led to numerous reports of flash flooding with some swift water rescues occurring as well. Multiple roads across many counties were closed for a period of time due to the high water. Three river points rose into minor flood, mainly across the Bluegrass region. In addition, several strong to severe thunderstorms tracked across the area which brought down numerous trees and power poles. The environment also supported short spin-up tornadoes and 2 did touch down across central Kentucky.",Local law enforcement reported trees down across Horan Lane.,CSV
201706,4,1545,201706,4,1645,116472,700653,KENTUCKY,21,2017,0001-06-01,Flood,C,107,HOPKINS,PAH,04-JUN-17 15:45:00,CST-6,04-JUN-17 16:45:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,3,NW,MANITOU,2,NNE,MANITOU,37.4007,-87.6186,37.3942,-87.5672,A weak cold front over eastern Missouri triggered numerous showers and thunderstorms. Some of these storms were very slow-moving and produced copious amounts of rain.,Water was over portions of a secondary road northwest of Manitou. Small streams were flooded in the Manitou area.,CSV
